"subjectid" "activity" "feature" "mean(measurement)"
13 "walkingdownstairs" "tGravityAccmeanZ" -0.0950820341687234
13 "walkingdownstairs" "tGravityAccstdX" -0.952643084042553
13 "walkingdownstairs" "tGravityAccstdY" -0.92854437106383
13 "walkingdownstairs" "tGravityAccstdZ" -0.893962984042553
13 "walkingdownstairs" "tBodyAccJerkmeanX" 0.101704538333298
13 "walkingdownstairs" "tBodyAccJerkmeanY" -0.00751868156382979
13 "walkingdownstairs" "tBodyAccJerkmeanZ" -0.0252977670276596
13 "walkingdownstairs" "tBodyAccJerkstdX" -0.0740908045319149
13 "walkingdownstairs" "tBodyAccJerkstdY" -0.149027773519149
13 "walkingdownstairs" "tBodyAccJerkstdZ" -0.31704660987234
13 "walkingdownstairs" "tBodyGyromeanX" -0.122672201757447
13 "walkingdownstairs" "tBodyGyromeanY" -0.0237205719148936
13 "walkingdownstairs" "tBodyGyromeanZ" 0.111284239655957
13 "walkingdownstairs" "tBodyGyrostdX" -0.417014161553191
13 "walkingdownstairs" "tBodyGyrostdY" -0.198848161170213
13 "walkingdownstairs" "tBodyGyrostdZ" -0.322774082765957
13 "walkingdownstairs" "tBodyGyroJerkmeanX" -0.0647199842553191
13 "walkingdownstairs" "tBodyGyroJerkmeanY" -0.0669414080765958
13 "walkingdownstairs" "tBodyGyroJerkmeanZ" -0.0512020476
13 "walkingdownstairs" "tBodyGyroJerkstdX" -0.463736674255319
13 "walkingdownstairs" "tBodyGyroJerkstdY" -0.259163248340426
13 "walkingdownstairs" "tBodyGyroJerkstdZ" -0.367089485595745
13 "walkingdownstairs" "tBodyAccMagmean" -0.0294634299553191
13 "walkingdownstairs" "tBodyAccMagstd" -0.0156098198829787
13 "walkingdownstairs" "tGravityAccMagmean" -0.0294634299553191
13 "walkingdownstairs" "tGravityAccMagstd" -0.0156098198829787
13 "walkingdownstairs" "tBodyAccJerkMagmean" -0.127926051502128
13 "walkingdownstairs" "tBodyAccJerkMagstd" -0.0433959844
13 "walkingdownstairs" "tBodyGyroMagmean" -0.102114480531915
13 "walkingdownstairs" "tBodyGyroMagstd" -0.236762631468085
13 "walkingdownstairs" "tBodyGyroJerkMagmean" -0.323552439276596
13 "walkingdownstairs" "tBodyGyroJerkMagstd" -0.27649151037234
13 "walkingdownstairs" "fBodyAccmeanX" -0.0726602663212766
13 "walkingdownstairs" "fBodyAccmeanY" -0.0364535247659574
13 "walkingdownstairs" "fBodyAccmeanZ" -0.151178724793617
13 "walkingdownstairs" "fBodyAccstdX" -0.0680436217021277
13 "walkingdownstairs" "fBodyAccstdY" -0.0924444167085106
13 "walkingdownstairs" "fBodyAccstdZ" -0.233315176510213
13 "walkingdownstairs" "fBodyAccmeanFreqX" -0.385554490319149
13 "walkingdownstairs" "fBodyAccmeanFreqY" -0.014212010202766
13 "walkingdownstairs" "fBodyAccmeanFreqZ" 0.120050767521277
13 "walkingdownstairs" "fBodyAccJerkmeanX" -0.11485155627234
13 "walkingdownstairs" "fBodyAccJerkmeanY" -0.207812348246809
13 "walkingdownstairs" "fBodyAccJerkmeanZ" -0.276138039897872
13 "walkingdownstairs" "fBodyAccJerkstdX" -0.114744976032191
13 "walkingdownstairs" "fBodyAccJerkstdY" -0.141775116319149
13 "walkingdownstairs" "fBodyAccJerkstdZ" -0.356579475531915
13 "walkingdownstairs" "fBodyAccJerkmeanFreqX" -0.346608657340426
13 "walkingdownstairs" "fBodyAccJerkmeanFreqY" -0.45664123893617
13 "walkingdownstairs" "fBodyAccJerkmeanFreqZ" -0.304013848034043
13 "walkingdownstairs" "fBodyGyromeanX" -0.319677124659574
13 "walkingdownstairs" "fBodyGyromeanY" -0.133828886725532
13 "walkingdownstairs" "fBodyGyromeanZ" -0.212906662531915
13 "walkingdownstairs" "fBodyGyrostdX" -0.452190386808511
13 "walkingdownstairs" "fBodyGyrostdY" -0.24966032923617
13 "walkingdownstairs" "fBodyGyrostdZ" -0.427008254255319
13 "walkingdownstairs" "fBodyGyromeanFreqX" -0.174691860038298
13 "walkingdownstairs" "fBodyGyromeanFreqY" 0.0665268394489362
13 "walkingdownstairs" "fBodyGyromeanFreqZ" -0.034630804087234
13 "walkingdownstairs" "fBodyAccMagmean" 0.0528791880659574
13 "walkingdownstairs" "fBodyAccMagstd" -0.210912766382979
13 "walkingdownstairs" "fBodyAccMagmeanFreq" 0.0821411398170213
13 "walkingdownstairs" "fBodyBodyAccJerkMagmean" -0.0282156656914894
13 "walkingdownstairs" "fBodyBodyAccJerkMagstd" -0.0709893839055319
13 "walkingdownstairs" "fBodyBodyAccJerkMagmeanFreq" 0.0266434248106383
13 "walkingdownstairs" "fBodyBodyGyroMagmean" -0.206121707212766
13 "walkingdownstairs" "fBodyBodyGyroMagstd" -0.400560061212766
13 "walkingdownstairs" "fBodyBodyGyroMagmeanFreq" 0.257421061128511
13 "walkingdownstairs" "fBodyBodyGyroJerkMagmean" -0.266399903210638
13 "walkingdownstairs" "fBodyBodyGyroJerkMagstd" -0.343094861202128
13 "walkingdownstairs" "fBodyBodyGyroJerkMagmeanFreq" 0.207435719
13 "walkingdownstairs" "angletBodyAccMeangravity" -0.0477491987
13 "walkingdownstairs" "angletBodyAccJerkMeangravityMean" 0.0220198444893617
13 "walkingdownstairs" "angletBodyGyroMeangravityMean" 0.26126376212766
13 "walkingdownstairs" "angletBodyGyroJerkMeangravityMean" -0.129205690319149
13 "walkingdownstairs" "angleXgravityMean" -0.764965780212766
13 "walkingdownstairs" "angleYgravityMean" 0.228575047234043
13 "walkingdownstairs" "angleZgravityMean" 0.0880783817580851
13 "sitting" "tBodyAccmeanX" 0.274328499591837
13 "sitting" "tBodyAccmeanY" -0.00587732936326531
13 "sitting" "tBodyAccmeanZ" -0.0972465110836735
13 "sitting" "tBodyAccstdX" -0.989546275306122
13 "sitting" "tBodyAccstdY" -0.938967741632653
13 "sitting" "tBodyAccstdZ" -0.938641215510204
13 "sitting" "tGravityAccmeanX" 0.92557651244898
13 "sitting" "tGravityAccmeanY" 0.101769752489796
13 "sitting" "tGravityAccmeanZ" 0.0757773858163265
13 "sitting" "tGravityAccstdX" -0.981379112653061
13 "sitting" "tGravityAccstdY" -0.951353064693878
13 "sitting" "tGravityAccstdZ" -0.930979556938776
13 "sitting" "tBodyAccJerkmeanX" 0.0752865881142857
13 "sitting" "tBodyAccJerkmeanY" -0.00112344092891837
13 "sitting" "tBodyAccJerkmeanZ" -0.0232397245106122
13 "sitting" "tBodyAccJerkstdX" -0.992827264081633
13 "sitting" "tBodyAccJerkstdY" -0.984267557755102
13 "sitting" "tBodyAccJerkstdZ" -0.987612090204082
13 "sitting" "tBodyGyromeanX" -0.0355124856836735
13 "sitting" "tBodyGyromeanY" -0.0902687401836735
13 "sitting" "tBodyGyromeanZ" 0.0823432026610204
13 "sitting" "tBodyGyrostdX" -0.985844263265306
13 "sitting" "tBodyGyrostdY" -0.979668456122449
13 "sitting" "tBodyGyrostdZ" -0.966896414285714
13 "sitting" "tBodyGyroJerkmeanX" -0.095919848877551
13 "sitting" "tBodyGyroJerkmeanY" -0.041036688077551
13 "sitting" "tBodyGyroJerkmeanZ" -0.0466121595938776
13 "sitting" "tBodyGyroJerkstdX" -0.991371016938775
13 "sitting" "tBodyGyroJerkstdY" -0.991773350204082
13 "sitting" "tBodyGyroJerkstdZ" -0.989861382040816
13 "sitting" "tBodyAccMagmean" -0.957690563673469
13 "sitting" "tBodyAccMagstd" -0.937935738571429
13 "sitting" "tGravityAccMagmean" -0.957690563673469
13 "sitting" "tGravityAccMagstd" -0.937935738571429
13 "sitting" "tBodyAccJerkMagmean" -0.989497838979592
13 "sitting" "tBodyAccJerkMagstd" -0.988813098163265
13 "sitting" "tBodyGyroMagmean" -0.951142644081633
13 "sitting" "tBodyGyroMagstd" -0.963940591428571
13 "sitting" "tBodyGyroJerkMagmean" -0.992604304489796
13 "sitting" "tBodyGyroJerkMagstd" -0.991414934897959
13 "sitting" "fBodyAccmeanX" -0.990135477755102
13 "sitting" "fBodyAccmeanY" -0.959673916122449
13 "sitting" "fBodyAccmeanZ" -0.956183063510204
13 "sitting" "fBodyAccstdX" -0.989410582653061
13 "sitting" "fBodyAccstdY" -0.933666502510204
13 "sitting" "fBodyAccstdZ" -0.934189007346939
13 "sitting" "fBodyAccmeanFreqX" -0.00935147348163265
13 "sitting" "fBodyAccmeanFreqY" 0.0253459476734694
13 "sitting" "fBodyAccmeanFreqZ" 0.154652093530612
13 "sitting" "fBodyAccJerkmeanX" -0.992678212653061
13 "sitting" "fBodyAccJerkmeanY" -0.983914101836735
13 "sitting" "fBodyAccJerkmeanZ" -0.985261204693878
13 "sitting" "fBodyAccJerkstdX" -0.99368217
13 "sitting" "fBodyAccJerkstdY" -0.985908120408163
13 "sitting" "fBodyAccJerkstdZ" -0.988612100204082
13 "sitting" "fBodyAccJerkmeanFreqX" 0.264214260326531
13 "sitting" "fBodyAccJerkmeanFreqY" -0.00193284292653061
13 "sitting" "fBodyAccJerkmeanFreqZ" 0.0921106028122449
13 "sitting" "fBodyGyromeanX" -0.983218202857143
13 "sitting" "fBodyGyromeanY" -0.982456053877551
13 "sitting" "fBodyGyromeanZ" -0.968384415510204
13 "sitting" "fBodyGyrostdX" -0.986714694081633
13 "sitting" "fBodyGyrostdY" -0.97827070877551
13 "sitting" "fBodyGyrostdZ" -0.969451754693878
13 "sitting" "fBodyGyromeanFreqX" 0.100550894587755
13 "sitting" "fBodyGyromeanFreqY" -0.106178686469388
13 "sitting" "fBodyGyromeanFreqZ" 0.013649216527551
13 "sitting" "fBodyAccMagmean" -0.956901559653061
13 "sitting" "fBodyAccMagstd" -0.938529931020408
13 "sitting" "fBodyAccMagmeanFreq" 0.150538936606122
13 "sitting" "fBodyBodyAccJerkMagmean" -0.988348535306122
13 "sitting" "fBodyBodyAccJerkMagstd" -0.988332303469388
13 "sitting" "fBodyBodyAccJerkMagmeanFreq" 0.360646362877551
13 "sitting" "fBodyBodyGyroMagmean" -0.973258277755102
13 "sitting" "fBodyBodyGyroMagstd" -0.96426809755102
13 "sitting" "fBodyBodyGyroMagmeanFreq" 0.00767543343469388
13 "sitting" "fBodyBodyGyroJerkMagmean" -0.991723741632653
13 "sitting" "fBodyBodyGyroJerkMagstd" -0.991219445918367
13 "sitting" "fBodyBodyGyroJerkMagmeanFreq" 0.191102234
13 "sitting" "angletBodyAccMeangravity" -0.0313853361489796
13 "sitting" "angletBodyAccJerkMeangravityMean" 0.0209112877122449
13 "sitting" "angletBodyGyroMeangravityMean" 0.0302309096714286
13 "sitting" "angletBodyGyroJerkMeangravityMean" -0.019921940122449
13 "sitting" "angleXgravityMean" -0.788776798979592
13 "sitting" "angleYgravityMean" 0.0119882938979592
13 "sitting" "angleZgravityMean" -0.0324103521183673
13 "standing" "tBodyAccmeanX" 0.277758431052632
13 "standing" "tBodyAccmeanY" -0.0167891993964912
13 "standing" "tBodyAccmeanZ" -0.112124137754386
13 "standing" "tBodyAccstdX" -0.991020759298246
13 "standing" "tBodyAccstdY" -0.949422439473684
13 "standing" "tBodyAccstdZ" -0.967538031754386
13 "standing" "tGravityAccmeanX" 0.942695296842105
13 "standing" "tGravityAccmeanY" -0.239943146315789
13 "standing" "tGravityAccmeanZ" -0.0524856614035088
13 "standing" "tGravityAccstdX" -0.992232401754386
13 "standing" "tGravityAccstdY" -0.974681225789474
13 "standing" "tGravityAccstdZ" -0.976827157368421
13 "standing" "tBodyAccJerkmeanX" 0.0758630962280702
13 "standing" "tBodyAccJerkmeanY" 0.00762035230350877
13 "standing" "tBodyAccJerkmeanZ" -0.000704979340543859
13 "standing" "tBodyAccJerkstdX" -0.987636104210526
13 "standing" "tBodyAccJerkstdY" -0.977704172105263
13 "standing" "tBodyAccJerkstdZ" -0.986926242631579
13 "standing" "tBodyGyromeanX" -0.0295492164431579
13 "standing" "tBodyGyromeanY" -0.0753205243684211
13 "standing" "tBodyGyromeanZ" 0.085471246877193
13 "standing" "tBodyGyrostdX" -0.955577395789474
13 "standing" "tBodyGyrostdY" -0.971721755964912
13 "standing" "tBodyGyrostdZ" -0.973436596140351
13 "standing" "tBodyGyroJerkmeanX" -0.0981199986666667
13 "standing" "tBodyGyroJerkmeanY" -0.0412872577807018
13 "standing" "tBodyGyroJerkmeanZ" -0.053926078122807
13 "standing" "tBodyGyroJerkstdX" -0.978465124561404
13 "standing" "tBodyGyroJerkstdY" -0.980982661403509
13 "standing" "tBodyGyroJerkstdZ" -0.985177042982456
13 "standing" "tBodyAccMagmean" -0.971564243157895
13 "standing" "tBodyAccMagstd" -0.968519673859649
13 "standing" "tGravityAccMagmean" -0.971564243157895
13 "standing" "tGravityAccMagstd" -0.968519673859649
13 "standing" "tBodyAccJerkMagmean" -0.98680002754386
13 "standing" "tBodyAccJerkMagstd" -0.981865616666667
13 "standing" "tBodyGyroMagmean" -0.95782537245614
13 "standing" "tBodyGyroMagstd" -0.944980198421053
13 "standing" "tBodyGyroJerkMagmean" -0.983637634912281
13 "standing" "tBodyGyroJerkMagstd" -0.976197659649123
13 "standing" "fBodyAccmeanX" -0.989425965614035
13 "standing" "fBodyAccmeanY" -0.959427618245614
13 "standing" "fBodyAccmeanZ" -0.97756730122807
13 "standing" "fBodyAccstdX" -0.991817705263158
13 "standing" "fBodyAccstdY" -0.947179813157895
13 "standing" "fBodyAccstdZ" -0.964048080877193
13 "standing" "fBodyAccmeanFreqX" 0.0328062514403509
13 "standing" "fBodyAccmeanFreqY" -0.0303584248157895
13 "standing" "fBodyAccmeanFreqZ" 0.087427326231579
13 "standing" "fBodyAccJerkmeanX" -0.988198276666667
13 "standing" "fBodyAccJerkmeanY" -0.977752775438597
13 "standing" "fBodyAccJerkmeanZ" -0.98460855877193
13 "standing" "fBodyAccJerkstdX" -0.988185112807018
13 "standing" "fBodyAccJerkstdY" -0.979412252631579
13 "standing" "fBodyAccJerkstdZ" -0.987871530526316
13 "standing" "fBodyAccJerkmeanFreqX" 0.237964693460702
13 "standing" "fBodyAccJerkmeanFreqY" -0.047896000245614
13 "standing" "fBodyAccJerkmeanFreqZ" 0.106886230594386
13 "standing" "fBodyGyromeanX" -0.957154108421053
13 "standing" "fBodyGyromeanY" -0.97291308
13 "standing" "fBodyGyromeanZ" -0.974394378070175
13 "standing" "fBodyGyrostdX" -0.955818411578947
13 "standing" "fBodyGyrostdY" -0.97142515122807
13 "standing" "fBodyGyrostdZ" -0.97553326754386
13 "standing" "fBodyGyromeanFreqX" -0.25106304754386
13 "standing" "fBodyGyromeanFreqY" -0.170676014929825
13 "standing" "fBodyGyromeanFreqZ" -0.0652523063612105
13 "standing" "fBodyAccMagmean" -0.972393559473684
13 "standing" "fBodyAccMagstd" -0.970445378947368
13 "standing" "fBodyAccMagmeanFreq" 0.0936059842982456
13 "standing" "fBodyBodyAccJerkMagmean" -0.981977536491228
13 "standing" "fBodyBodyAccJerkMagstd" -0.980621262631579
13 "standing" "fBodyBodyAccJerkMagmeanFreq" 0.298745382305263
13 "standing" "fBodyBodyGyroMagmean" -0.957488799473684
13 "standing" "fBodyBodyGyroMagstd" -0.946857485438596
13 "standing" "fBodyBodyGyroMagmeanFreq" -0.116504835842105
13 "standing" "fBodyBodyGyroJerkMagmean" -0.977197403859649
13 "standing" "fBodyBodyGyroJerkMagstd" -0.976467330175439
13 "standing" "fBodyBodyGyroJerkMagmeanFreq" 0.175957474047544
13 "standing" "angletBodyAccMeangravity" 0.0144234182722807
13 "standing" "angletBodyAccJerkMeangravityMean" -0.0235598900684211
13 "standing" "angletBodyGyroMeangravityMean" 0.0407220729824561
13 "standing" "angletBodyGyroJerkMeangravityMean" -0.0309467302614035
13 "standing" "angleXgravityMean" -0.741685939122807
13 "standing" "angleYgravityMean" 0.247241071929825
13 "standing" "angleZgravityMean" 0.0582448749219298
13 "laying" "tBodyAccmeanX" 0.276716360483871
13 "laying" "tBodyAccmeanY" -0.020440454366129
13 "laying" "tBodyAccmeanZ" -0.104331864532258
13 "laying" "tBodyAccstdX" -0.968891989354839
13 "laying" "tBodyAccstdY" -0.950947949516129
13 "laying" "tBodyAccstdZ" -0.950392995483871
13 "laying" "tGravityAccmeanX" -0.156852206467742
13 "laying" "tGravityAccmeanY" 0.656400944354839
13 "laying" "tGravityAccmeanZ" 0.598884988709677
13 "laying" "tGravityAccstdX" -0.957875244677419
13 "laying" "tGravityAccstdY" -0.975948136290323
13 "laying" "tGravityAccstdZ" -0.959892863709677
13 "laying" "tBodyAccJerkmeanX" 0.0767774832096774
13 "laying" "tBodyAccJerkmeanY" 0.0183441894580645
13 "laying" "tBodyAccJerkmeanZ" -0.00988389709596774
13 "laying" "tBodyAccJerkstdX" -0.98541995
13 "laying" "tBodyAccJerkstdY" -0.980152342903226
13 "laying" "tBodyAccJerkstdZ" -0.983070657419355
13 "laying" "tBodyGyromeanX" -0.00973609968045161
13 "laying" "tBodyGyromeanY" -0.0966250701451613
13 "laying" "tBodyGyromeanZ" 0.117819614790323
13 "laying" "tBodyGyrostdX" -0.972143470322581
13 "laying" "tBodyGyrostdY" -0.96270462
13 "laying" "tBodyGyrostdZ" -0.967350513709677
13 "laying" "tBodyGyroJerkmeanX" -0.101835573822581
13 "laying" "tBodyGyroJerkmeanY" -0.0417744000370968
13 "laying" "tBodyGyroJerkmeanZ" -0.0648770419677419
13 "laying" "tBodyGyroJerkstdX" -0.981404742903226
13 "laying" "tBodyGyroJerkstdY" -0.978854747419355
13 "laying" "tBodyGyroJerkstdZ" -0.989801549193548
13 "laying" "tBodyAccMagmean" -0.960517768225806
13 "laying" "tBodyAccMagstd" -0.947944746612903
13 "laying" "tGravityAccMagmean" -0.960517768225806
13 "laying" "tGravityAccMagstd" -0.947944746612903
13 "laying" "tBodyAccJerkMagmean" -0.985467853870968
13 "laying" "tBodyAccJerkMagstd" -0.980066243387097
13 "laying" "tBodyGyroMagmean" -0.944303111935484
13 "laying" "tBodyGyroMagstd" -0.944687480967742
13 "laying" "tBodyGyroJerkMagmean" -0.98544626483871
13 "laying" "tBodyGyroJerkMagstd" -0.975113305645161
13 "laying" "fBodyAccmeanX" -0.974716920483871
13 "laying" "fBodyAccmeanY" -0.965843757258064
13 "laying" "fBodyAccmeanZ" -0.966295582741935
13 "laying" "fBodyAccstdX" -0.966960088387097
13 "laying" "fBodyAccstdY" -0.947462328225806
13 "laying" "fBodyAccstdZ" -0.945852135806452
13 "laying" "fBodyAccmeanFreqX" -0.262990626162903
13 "laying" "fBodyAccmeanFreqY" 0.0363424960967742
13 "laying" "fBodyAccmeanFreqZ" 0.0764724259225806
13 "laying" "fBodyAccJerkmeanX" -0.985199684354839
13 "laying" "fBodyAccJerkmeanY" -0.980375137419355
13 "laying" "fBodyAccJerkmeanZ" -0.980994601935484
13 "laying" "fBodyAccJerkstdX" -0.98707817516129
13 "laying" "fBodyAccJerkstdY" -0.981394261612903
13 "laying" "fBodyAccJerkstdZ" -0.983670049354839
13 "laying" "fBodyAccJerkmeanFreqX" 0.169895805430645
13 "laying" "fBodyAccJerkmeanFreqY" 0.0656536996983871
13 "laying" "fBodyAccJerkmeanFreqZ" 0.0584183074479032
13 "laying" "fBodyGyromeanX" -0.96946349
13 "laying" "fBodyGyromeanY" -0.968689729193548
13 "laying" "fBodyGyromeanZ" -0.969126880322581
13 "laying" "fBodyGyrostdX" -0.973446792419355
13 "laying" "fBodyGyrostdY" -0.959944126451613
13 "laying" "fBodyGyrostdZ" -0.969797214516129
13 "laying" "fBodyGyromeanFreqX" -0.101926540451613
13 "laying" "fBodyGyromeanFreqY" -0.042663103
13 "laying" "fBodyGyromeanFreqZ" 0.14650938193871
13 "laying" "fBodyAccMagmean" -0.959535493548387
13 "laying" "fBodyAccMagstd" -0.949431319193548
13 "laying" "fBodyAccMagmeanFreq" 0.0815111222612903
13 "laying" "fBodyBodyAccJerkMagmean" -0.980754385967742
13 "laying" "fBodyBodyAccJerkMagstd" -0.978044349516129
13 "laying" "fBodyBodyAccJerkMagmeanFreq" 0.300750657951613
13 "laying" "fBodyBodyGyroMagmean" -0.957681621290323
13 "laying" "fBodyBodyGyroMagstd" -0.946133432096774
13 "laying" "fBodyBodyGyroMagmeanFreq" 0.050207734033871
13 "laying" "fBodyBodyGyroJerkMagmean" -0.978150814032258
13 "laying" "fBodyBodyGyroJerkMagstd" -0.972798632258065
13 "laying" "fBodyBodyGyroJerkMagmeanFreq" 0.0544469963870968
13 "laying" "angletBodyAccMeangravity" -0.000126342648387096
13 "laying" "angletBodyAccJerkMeangravityMean" 0.00324191442096774
13 "laying" "angletBodyGyroMeangravityMean" 0.0857282517490323
13 "laying" "angletBodyGyroJerkMeangravityMean" -0.00488786835483871
13 "laying" "angleXgravityMean" 0.361210751451613
13 "laying" "angleYgravityMean" -0.475624695645161
13 "laying" "angleZgravityMean" -0.477526561935484
14 "walking" "tBodyAccmeanX" 0.271959598644068
14 "walking" "tBodyAccmeanY" -0.0217785380966102
14 "walking" "tBodyAccmeanZ" -0.106756369135593
14 "walking" "tBodyAccstdX" -0.402639098135593
14 "walking" "tBodyAccstdY" -0.0536126686650847
14 "walking" "tBodyAccstdZ" 0.0518841040022034
14 "walking" "tGravityAccmeanX" 0.802973961525424
14 "walking" "tGravityAccmeanY" -0.270314822881356
14 "walking" "tGravityAccmeanZ" -0.422495268474576
14 "walking" "tGravityAccstdX" -0.974816884237288
14 "walking" "tGravityAccstdY" -0.954455935762712
14 "walking" "tGravityAccstdZ" -0.947516969830508
14 "walking" "tBodyAccJerkmeanX" 0.0720877913452542
14 "walking" "tBodyAccJerkmeanY" 0.024116023559322
14 "walking" "tBodyAccJerkmeanZ" 0.0199723036949153
14 "walking" "tBodyAccJerkstdX" -0.454497019661017
14 "walking" "tBodyAccJerkstdY" -0.344339569152542
14 "walking" "tBodyAccJerkstdZ" -0.472791088644068
14 "walking" "tBodyGyromeanX" -0.00347655062271186
14 "walking" "tBodyGyromeanY" -0.0829682847966102
14 "walking" "tBodyGyromeanZ" 0.0513222717627119
14 "walking" "tBodyGyrostdX" -0.60038822220339
14 "walking" "tBodyGyrostdY" -0.0148392604279661
14 "walking" "tBodyGyrostdZ" -0.12609080020339
14 "walking" "tBodyGyroJerkmeanX" -0.110656054802153
14 "walking" "tBodyGyroJerkmeanY" -0.0438969529084746
14 "walking" "tBodyGyroJerkmeanZ" -0.0388825919508475
14 "walking" "tBodyGyroJerkstdX" -0.571759911525424
14 "walking" "tBodyGyroJerkstdY" -0.536737701694915
14 "walking" "tBodyGyroJerkstdZ" -0.497187687966102
14 "walking" "tBodyAccMagmean" -0.144404671779661
14 "walking" "tBodyAccMagstd" -0.36380562779661
14 "walking" "tGravityAccMagmean" -0.144404671779661
14 "walking" "tGravityAccMagstd" -0.36380562779661
14 "walking" "tBodyAccJerkMagmean" -0.377293155084746
14 "walking" "tBodyAccJerkMagstd" -0.439746918474576
14 "walking" "tBodyGyroMagmean" -0.137208741864407
14 "walking" "tBodyGyroMagstd" -0.201401930542373
14 "walking" "tBodyGyroJerkMagmean" -0.519895046779661
14 "walking" "tBodyGyroJerkMagstd" -0.606103313898305
14 "walking" "fBodyAccmeanX" -0.421498172542373
14 "walking" "fBodyAccmeanY" -0.174601844847458
14 "walking" "fBodyAccmeanZ" -0.177366434042373
14 "walking" "fBodyAccstdX" -0.395859985762712
14 "walking" "fBodyAccstdY" -0.0542709972186441
14 "walking" "fBodyAccstdZ" 0.0854892136933898
14 "walking" "fBodyAccmeanFreqX" -0.358804611016949
14 "walking" "fBodyAccmeanFreqY" -0.143666881322034
14 "walking" "fBodyAccmeanFreqZ" -0.175528830052542
14 "walking" "fBodyAccJerkmeanX" -0.472360616779661
14 "walking" "fBodyAccJerkmeanY" -0.376766600508475
14 "walking" "fBodyAccJerkmeanZ" -0.415899179152542
14 "walking" "fBodyAccJerkstdX" -0.484797709830508
14 "walking" "fBodyAccJerkstdY" -0.353526894237288
14 "walking" "fBodyAccJerkstdZ" -0.528889535084746
14 "walking" "fBodyAccJerkmeanFreqX" -0.255900962474576
14 "walking" "fBodyAccJerkmeanFreqY" -0.363463832288136
14 "walking" "fBodyAccJerkmeanFreqZ" -0.323114421728814
14 "walking" "fBodyGyromeanX" -0.508595851864407
14 "walking" "fBodyGyromeanY" -0.215894949525424
14 "walking" "fBodyGyromeanZ" -0.212925759152542
14 "walking" "fBodyGyrostdX" -0.630082075932203
14 "walking" "fBodyGyrostdY" 0.0832950551222034
14 "walking" "fBodyGyrostdZ" -0.180232949016949
14 "walking" "fBodyGyromeanFreqX" -0.159441618728814
14 "walking" "fBodyGyromeanFreqY" -0.420295651864407
14 "walking" "fBodyGyromeanFreqZ" -0.36097030020339
14 "walking" "fBodyAccMagmean" -0.373516771016949
14 "walking" "fBodyAccMagstd" -0.457490009491525
14 "walking" "fBodyAccMagmeanFreq" -0.0368327907423729
14 "walking" "fBodyBodyAccJerkMagmean" -0.431591453389831
14 "walking" "fBodyBodyAccJerkMagstd" -0.453426008983051
14 "walking" "fBodyBodyAccJerkMagmeanFreq" 0.164708200554237
14 "walking" "fBodyBodyGyroMagmean" -0.311386449661017
14 "walking" "fBodyBodyGyroMagstd" -0.265504551525424
14 "walking" "fBodyBodyGyroMagmeanFreq" -0.0398346768694915
14 "walking" "fBodyBodyGyroJerkMagmean" -0.591036936101695
14 "walking" "fBodyBodyGyroJerkMagstd" -0.65567766220339
14 "walking" "fBodyBodyGyroJerkMagmeanFreq" 0.200917234084746
14 "walking" "angletBodyAccMeangravity" 0.0594629443644068
14 "walking" "angletBodyAccJerkMeangravityMean" 0.00846107225254238
14 "walking" "angletBodyGyroMeangravityMean" -0.0667097349779661
14 "walking" "angletBodyGyroJerkMeangravityMean" 0.0667402088518644
14 "walking" "angleXgravityMean" -0.497783361864407
14 "walking" "angleYgravityMean" 0.269740565084746
14 "walking" "angleZgravityMean" 0.325065094745763
14 "walkingupstairs" "tBodyAccmeanX" 0.26242106612963
14 "walkingupstairs" "tBodyAccmeanY" -0.0204388180024074
14 "walkingupstairs" "tBodyAccmeanZ" -0.112279688983333
14 "walkingupstairs" "tBodyAccstdX" -0.309396717592593
14 "walkingupstairs" "tBodyAccstdY" 0.307195533
14 "walkingupstairs" "tBodyAccstdZ" 0.609017879074074
14 "walkingupstairs" "tGravityAccmeanX" 0.688256122222222
14 "walkingupstairs" "tGravityAccmeanY" -0.322680364814815
14 "walkingupstairs" "tGravityAccmeanZ" -0.49508872037037
14 "walkingupstairs" "tGravityAccstdX" -0.928523640925926
14 "walkingupstairs" "tGravityAccstdY" -0.907231431296296
14 "walkingupstairs" "tGravityAccstdZ" -0.875450819074074
14 "walkingupstairs" "tBodyAccJerkmeanX" 0.0803303022222222
14 "walkingupstairs" "tBodyAccJerkmeanY" -0.0183131159944444
14 "walkingupstairs" "tBodyAccJerkmeanZ" 0.00344199486481481
14 "walkingupstairs" "tBodyAccJerkstdX" -0.368780418888889
14 "walkingupstairs" "tBodyAccJerkstdY" -0.336427181240741
14 "walkingupstairs" "tBodyAccJerkstdZ" -0.327868814314815
14 "walkingupstairs" "tBodyGyromeanX" 0.0813841685037037
14 "walkingupstairs" "tBodyGyromeanY" -0.123499570044444
14 "walkingupstairs" "tBodyGyromeanZ" -0.0441381886666667
14 "walkingupstairs" "tBodyGyrostdX" -0.454283337592593
14 "walkingupstairs" "tBodyGyrostdY" 0.476518714444444
14 "walkingupstairs" "tBodyGyrostdZ" 0.564875818162963
14 "walkingupstairs" "tBodyGyroJerkmeanX" -0.128266667862963
14 "walkingupstairs" "tBodyGyroJerkmeanY" -0.0207749732407407
14 "walkingupstairs" "tBodyGyroJerkmeanZ" -0.0137237620296296
14 "walkingupstairs" "tBodyGyroJerkstdX" -0.646611034444444
